artist,title,date,classification,nationality,yearacquired,dimensions,blackartist,institution
LaToya Ruby Frazier,"Vickie Raymond’s mother Margie’s recliner in her living room with Vickie’s Drive-It-Home campaign sign, (24 years in at GM Lordstown Complex, trim and paint shop), East Rochester, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Vickie Raymond, UAW Local 1112, sitting on her mother Margie’s bed in her bedroom, (24 years in at GM Lordstown Complex, trim and paint shop), East Rochester, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"RaNeal Edwards, UAW Local 1112, Guide and Women’s Committee, with her son Allison III at home, (24 years total between four GM plants, 9 years in at GM Lordstown Complex, final pro-cess), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"RaNeal Edwards, UAW Local 1112, Guide and Women’s Committee, holding a pic-ture of her husband Allison, Jr. and their three daughters Amira, Alexis, and Tania, at home, (24 years total between four GM plants, 9 years in, at GM Lordstown Complex, final process), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Frances Turnage, UAW Local 1112, Women’s Committee, standing in her living room, wearing her work uniform (34 years in at GM Lordstown Complex, paint shop), Youngstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"John Davies, Jr., UAW Local 1112, Sergeant at Arms, hugging his wife Shelby at his going away party at Buffalo Wild Wings, (12 years in at GM Lordstown Complex, chassis and trim shop), Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"John Davies, Jr., UAW Local 1112, Sergeant at Arms, standing with his family members: daughters Ava and Keegan, his wife Shelby, his son Noah, his brother Mike, his sister-in-law Tina, and his parents-in-law Tom and Cindy Flick at Buffalo Wild Wings, Austintown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"James Edward Brickner, “Ozzy,” UAW Local 1112, standing inside UAW Local 1112 Reuther Scandy Alli union hall, (24 years in at GM Lordstown Complex, global customer auditor, inspection), Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Dan Adams, UAW Local 1112, Trustee, with his wife Patricia and his son Sean at home on their back deck, (24.7 years in at GM Lord-stown Complex, trim shop), Struthers, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Dan Adams, UAW Local 1112, Trustee, with his father and brothers, Eugene (Red) Adams, Eugene Jr. (Andy) Adams, and Bill Adams with an image of UAW Pickets at Lordstown in 1974, inside UAW Local 1112 Reuther Scandy Alli union hall, Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Brian Shina with his daughter Marissa and his son Brian in his living room, (8 years in at Magna Seating, production worker), Canfield, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Christina Defelice, UAW Local 1112, with a photograph of her father Jerry L. Canter and fellow scheduled clerks Frank Powers, Charles Steiner, Charles Walters, Al Basco, Jim Nichols, Mike Dobransky, and Rendal Stout, inside UAW Local 1112 Reuther Scandy Alli union hall, (Transition Center customer service representative, 11 years in at GM) Lordstown Complex trim shop), Lordstown, OH.",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Customer service representatives Christina Defelice and Angela Ralston preparing paperwork for a co-worker after his shift in the Transition Center at UAW Local 1112 Reuther Scandy Alli union hall, Lordstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Robert M. Defelice, UAW Local 1112, with his wife Christina and his childhood best friends Greg Hunter, Scott Morgan, and Steve Murphy at Tangier Bar & Pizza, (24 years in at GM Lordstown Complex, trim shop, quality inspection, paint specialist), Struthers, OH, 2019",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Dan Morgan, UAW Local 1112, Shop Chairman, in his office at UAW Local 1112 Reuther Scandy Alli union hall, (25 years in at GM Lordstown Complex, trim shop), Lordstown, OH, 2019 Lordstown Complex trim shop), Lordstown, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Dan Morgan, UAW Local 1112, Shop Chairman, at home with his wife Tawnya and their children Kyler, Kaelyn, Kamber, and DJ, (25 years in at GM Lordstown Complex, trim shop), Hartford, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Tawnya Morgan, UAW Local 1112, kissing her husband Dan on their back deck, (23 years in at GM Lordstown Complex, trim shop, door line team leader), Hartford, OH",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Werner Lange, 45-day vigil, standing on Ellsworth Bailey Road, Lordstown, OH, 2019",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 8 × 1/2"" (61 × 20.3 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Werner Lange, 45-day vigil, standing at the intersection of Ellsworth Bailey Road and I-80 Ohio Turnpike toll road entrance, Lordstown, OH, 2019",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"Autoworkers Dale McMinn and Donna Marstellar-Lowe enter the GM Lordstown Complex at 5:30 a.m., Lordstown, OH, 2019",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,"The last Cruze being detailed by Ron Davis at Sweeney Chevrolet Buick GMC car dealership in Boardman, OH, 2019",2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
LaToya Ruby Frazier,Text,2019,Photograph,(American),2022.0,"24 × 20 × 1/2"" (61 × 50.8 × 1.3 cm)",True,MoMA
Ellsworth Kelly,Branch of Leaves,1969,Drawing,(American),2023.0,"23 × 29"" (58.4 × 73.7 cm)",False,MoMA
Ellsworth Kelly,Orange,1967,Drawing,(American),2023.0,"29 × 23"" (73.7 × 58.4 cm)",False,MoMA
Lucian Freud,Eli,2002,Print,(British),2022.0,"plate: 26 × 33 1/2"" (66 × 85.1 cm); sheet: 30 7/16 × 40"" (77.3 × 101.6 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 11/16"" (47.3 × 65.3 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 16 7/16 × 22 11/16"" (41.7 × 57.6 cm); frame: 18 1/4 × 24 1/2"" (46.3 × 62.2 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 16 7/16 × 22 11/16"" (41.7 × 57.6 cm); frame: 18 1/4 × 24 1/2"" (46.3 × 62.2 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 16 7/16 × 22 11/16"" (41.7 × 57.6 cm); frame: 18 1/4 × 24 1/2"" (46.3 × 62.2 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,X (study),2007,Drawing,(Polish),2022.0,"16 1/2 × 12 1/2"" (41.9 × 31.8 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 16 7/16 × 22 11/16"" (41.7 × 57.6 cm); frame: 18 1/4 × 24 1/2"" (46.3 × 62.2 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",False,MoMA
Paulina Olowska,Body Movement Alphabet Study,2007,Collage,(Polish),2022.0,"sheet: 16 7/16 × 22 11/16"" (41.7 × 57.6 cm); frame: 18 1/4 × 24 1/2"" (46.3 × 62.2 cm)",False,MoMA
April Greiman,"DOES IT MAKE SENSE? Design Quarterly #133 (Design for special issue of Design Quarterly, no. 133)",1986,Design,(American),2024.0,"opened: 27 1/8 × 76 1/8"" (68.9 × 193.4 cm)",False,MoMA
Yoko Ono,To See the Sky,2015,Installation,(American),2021.0,"24' 5 1/2"" x 7' 4"" x 7' 4""  (755.7 x 223.5 x 223.5 cm)",False,MoMA
11 bit studios,This War of Mine,2014,Design,(Polish),2021.0,,False,MoMA
Lucas Pope,Papers Please,2013,Design,(American),2021.0,,False,MoMA
Jenova (Xinghan) Chen,Journey,2012,Design,(Chinese),2021.0,,False,MoMA
The NetHack DevTeam,NetHack,1987,Design,(),2021.0,,False,MoMA
Kamoinge Workshop,Kamoinge Workshop Portfolio Two,1965,Photograph,(),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
Kamoinge Workshop,Kamoinge Workshop Portfolio 1,1964,Photograph,(),2022.0,"14 1/2 × 11 1/2"" (36.8 × 29.2 cm)
",False,MoMA
Bob Clark,Untitled,1964,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Roy DeCarava,David,1964,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)",False,MoMA
Louis Draper,Untitled,1959-60,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)",False,MoMA
Albert Fennar,Untitled,1964,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Ray Francis,Untitled,1964,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)",False,MoMA
Herman Howard,Untitled,1964,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Earl James,Untitled,1964,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)",False,MoMA
James Mannas,Untitled,1964,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)",False,MoMA
Calvin Mercer,Untitled,1964,Photograph,(),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Melvin Mills,Untitled,1964,Photograph,(),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Herbert E. Randall,"Harlem, New York",1964,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Shawn W. Walker,Untitled,1964,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)",False,MoMA
Larry Stewart,Untitled,1964,Photograph,(),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Calvin Wilson,Untitled,1964,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)",False,MoMA
Anthony Barboza,Untitled,1965,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
David Carter,Untitled,1965,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
Louis Draper,Untitled,1965,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)
",False,MoMA
Ray Francis,Untitled,1965,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)
",False,MoMA
Herman Howard,Untitled,1965,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)
",False,MoMA
James Mannas,Untitled,1965,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
Herbert E. Randall,Untitled,1965,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
Herb Robinson,Untitled,1965,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
Shawn W. Walker,"117th St., Harlem, New York",1965,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)
",False,MoMA
Shawn W. Walker,Untitled,1965,Photograph,(American),2022.0,"11 × 14"" (27.9 × 35.6 cm)
",False,MoMA
Calvin Wilson,New York,1965,Photograph,(American),2022.0,"14 × 11"" (35.6 × 27.9 cm)
",False,MoMA
Louise Lawler,Untitled (Flavin),1995,Photograph,(American),2022.0,"3 1/2"" diameter × 2"" high (8.9 × 5.1 cm)",False,MoMA
Adrian Piper,Self-Portrait at Age 5 with Doll,1966,Painting,(American),2022.0,"30 1/2 × 20 5/8 × 4 1/2"" (77.5 × 52.4 × 11.4 cm)",False,MoMA
Sophie Taeuber-Arp,Untitled,c. 1918,Textile,(Swiss),2022.0,"4 3/8 x 3 1/4"" (11.1 x 8.3 cm)",False,MoMA
Amar Kanwar,The Torn First Pages,2004-08,Video,(Indian),2022.0,Dimensions variable,False,MoMA
Tony Cokes,Black Celebration,1988,Video,(American),2021.0,17:11 min.,False,MoMA
Tony Cokes,Evil.66.1,2016,Video,(American),2021.0,7:44 min.,False,MoMA
Raha Raissnia,Galvanoscope 2 (Film A and Film B),2018,Installation,(Iranian),2021.0,Sculpture dimensions: 23 x 30 1/2 x 30 1/2 inches (58.4 x 77.5 x 77.5 cm),False,MoMA
Edgardo Miguel Gimenez,Danza. Primera aproximacion,1964,Design,(Argentine),2021.0,"23 1/4 × 13"" (59.1 × 33 cm)",False,MoMA
Edgardo Miguel Gimenez,"Carlos Squirru - Produzca mas, modifique su esqueleto",1965,Design,(Argentine),2021.0,"23 × 15 1/2"" (58.4 × 39.4 cm)",False,MoMA
Edgardo Miguel Gimenez,Dalila Puzzovio - La matabrujas de mas calidad,1965,Design,(Argentine),2021.0,"23 × 15 1/8"" (58.4 × 38.4 cm)",False,MoMA
Edgardo Miguel Gimenez,Edgardo Gimenez - En la duda: un enano,1965,Design,(Argentine),2021.0,"22 1/2 × 15 1/2"" (57.2 × 39.4 cm)",False,MoMA
Edgardo Miguel Gimenez,Narcissa Hirsch con Walter Mejia en Concepcion - vida - muerte y transfiguracion,1966,Design,(Argentine),2021.0,"23 × 16 1/2"" (58.4 × 41.9 cm)",False,MoMA
Edgardo Miguel Gimenez,Jornadas de Trombosis (White with Sponsor),1976,Design,(Argentine),2021.0,"24 × 8 1/4"" (61 × 21 cm)",False,MoMA
Edgardo Miguel Gimenez,Caminantes - Grupo de danza contemporanea,1982,Design,(Argentine),2021.0,"27 3/4 × 20 5/8"" (70.5 × 52.4 cm)",False,MoMA
Edgardo Miguel Gimenez,Jorge Romero Brest - Homenaje,1989,Design,(Argentine),2021.0,"28 × 15 1/4"" (71.1 × 38.7 cm)",False,MoMA
Joseph E. Yoakum,Weeping Pebble of Sirrea Range in Virginia Park Nevada,1967,Drawing,(American),2021.0,"11 7/8 × 17 15/16"" (30.1 × 45.5 cm)",False,MoMA
Joseph E. Yoakum,The Great Mtn Range near Canberra Australia,stamped 1964,Drawing,(American),2021.0,"12 × 17 15/16"" (30.5 × 45.5 cm)",False,MoMA
Joseph E. Yoakum,Mt Elk in Rainy Mtn Range near Lawton Oklahoma,stamped 1968,Drawing,(American),2021.0,"19 1/8 × 24 1/8"" (48.5 × 61.2 cm)",False,MoMA
Joseph E. Yoakum,English Channel between Southampton England and Le Havre France,1964,Drawing,(American),2021.0,"11 15/16 × 19"" (30.4 × 48.2 cm)",False,MoMA
Joseph E. Yoakum,EP Leverest in Himilaya Mtn Range near Gyangtse East India Asia,stamped 1968,Drawing,(American),2021.0,"19 × 11 15/16"" (48.2 × 30.3 cm)",False,MoMA
Joseph E. Yoakum,The Cyclone That Struck Susanville California in Year of 1903,stamped 1970,Drawing,(American),2021.0,"12 3/16 × 19"" (31 × 48.2 cm)",False,MoMA
Valentine Gunasekara,"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",1969-1973,Architecture,(Sri Lankan),2023.0,"20 × 30"" (50.8 × 76.2 cm)",False,MoMA
Valentine Gunasekara,"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",1969–1973,Architecture,(Sri Lankan),2023.0,"20"" x 30""",False,MoMA
Valentine Gunasekara,"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",1969-1973,Architecture,(Sri Lankan),2023.0,"20 × 30"" (50.8 × 76.2 cm)",False,MoMA
"MIT Self-Assembly Lab, Christophe Guberan",Liquid Printed Light (Pendant),2018,Design,() (Swiss),2021.0,"29 × 17 × 14"" (73.7 × 43.2 × 35.6 cm)",False,MoMA
"MIT Self-Assembly Lab, Christophe Guberan",Liquid Printed Light (Pendant),2018,Design,() (Swiss),2021.0,"12 × 13 × 13"" (30.5 × 33 × 33 cm)",False,MoMA
"Christopher Kulendran Thomas, Annika Kuhlmann",Being Human,2019,Installation,(British) (),2021.0,Dimensions and duration variable,False,MoMA
"E-Line Media, Ishmael (Angaluuk) Hope, Cook Inlet Tribal Council, Inc",Never Alone (Kisima Inŋitchuŋa),2014,Design,(American) (American) (American),2021.0,,False,MoMA
Nil Yalter,Tower of Babel (Immigrants),1974-77/2016,Video,(Turkish),2024.0,39.4 x 9.4 inches (100cm x 24cm each),False,MoMA
Theo Eshetu,Till Death Us Do Part,1982–1987,Installation,(British),2022.0,Dimensions variable,False,MoMA
Gretchen Bender,TV Text and Image (Donnell Library Center Version),1990,Installation,(American),2022.0,Dimensions variable,False,MoMA
"SITE, James Wines","Ghost Parking Lot, National Shopping Centers Parking Lot, Hamden, CT (Hamden, Connecticut)",1977,Architecture,(American) (American),2022.0,"7 1/4 × 23 1/2 × 33 1/2"" (18.4 × 59.7 × 85.1 cm)",False,MoMA
