artist,title,date,classification,nationality,yearacquired,dimensions,blackartist,institution
Jeffrey Gibson,"The Anthropophagic Effect, Garment No. 4",2019,Decorative Art,,2023.0,overall: 147.32 × 182.88 cm (58 × 72 in.),True,National Gallery of Art
Jeffrey Gibson,"The Anthropophagic Effect, Garment No. 4",2019,Decorative Art,,2023.0,overall: 147.32 × 182.88 cm (58 × 72 in.),True,National Gallery of Art
Jeffrey Gibson,"The Anthropophagic Effect, Garment No. 4",2019,Decorative Art,,2023.0,overall: 147.32 × 182.88 cm (58 × 72 in.),True,National Gallery of Art
Jeffrey Gibson,"The Anthropophagic Effect, Garment No. 4",2019,Decorative Art,,2023.0,overall: 147.32 × 182.88 cm (58 × 72 in.),True,National Gallery of Art
Rashid Johnson,Untitled Anxious Red,2021,Print,,2021.0,image and sheet: 57.5 × 77.4 cm (22 5/8 × 30 1/2 in.),True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Zanele Muholi,"Ntozakhe II, (Parktown)","2016, printed 2022",Photograph,,2021.0,dimensions variable,True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,"Jacksonville, Florida",1960s,Photograph,,2021.0,"image: 21.4 × 14.3 cm (8 7/16 × 5 5/8 in.)
sheet: 35.6 × 27.9 cm (14 × 11 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 23.7 × 15.9 cm (9 5/16 × 6 1/4 in.)
sheet: 25.2 × 20.4 cm (9 15/16 × 8 1/16 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Anthony Barboza,New York City,1970s,Photograph,,2021.0,"image: 22.4 × 15.1 cm (8 13/16 × 5 15/16 in.)
sheet: 25.2 × 20.3 cm (9 15/16 × 8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Shawn Walker,"HarYouAct, 115th Street, Harlem",1963,Photograph,,2021.0,"image/sheet: 18.2 × 23.3 cm (7 3/16 × 9 3/16 in.)
mount: 27.9 × 38.4 cm (11 × 15 1/8 in.)",True,National Gallery of Art
Dawoud Bey,"Two Young Men on Carrollsburg Place, Washington, DC","1989, printed 1999",Photograph,,2021.0,"image: 56 × 43.3 cm (22 1/16 × 17 1/16 in.)
sheet: 60.6 × 50.5 cm (23 7/8 × 19 7/8 in.)",True,National Gallery of Art
Dawoud Bey,"Two Young Men on Carrollsburg Place, Washington, DC","1989, printed 1999",Photograph,,2021.0,"image: 56 × 43.3 cm (22 1/16 × 17 1/16 in.)
sheet: 60.6 × 50.5 cm (23 7/8 × 19 7/8 in.)",True,National Gallery of Art
Dawoud Bey,"Two Young Men on Carrollsburg Place, Washington, DC","1989, printed 1999",Photograph,,2021.0,"image: 56 × 43.3 cm (22 1/16 × 17 1/16 in.)
sheet: 60.6 × 50.5 cm (23 7/8 × 19 7/8 in.)",True,National Gallery of Art
Dawoud Bey,"Two Young Men on Carrollsburg Place, Washington, DC","1989, printed 1999",Photograph,,2021.0,"image: 56 × 43.3 cm (22 1/16 × 17 1/16 in.)
sheet: 60.6 × 50.5 cm (23 7/8 × 19 7/8 in.)",True,National Gallery of Art
Dawoud Bey,"Two Young Men on Carrollsburg Place, Washington, DC","1989, printed 1999",Photograph,,2021.0,"image: 56 × 43.3 cm (22 1/16 × 17 1/16 in.)
sheet: 60.6 × 50.5 cm (23 7/8 × 19 7/8 in.)",True,National Gallery of Art
Dawoud Bey,Sunshine Bracey and a Friend,1990,Photograph,,2021.0,"image: 43 × 54 cm (16 15/16 × 21 1/4 in.)
sheet: 50.7 × 60.6 cm (19 15/16 × 23 7/8 in.)",True,National Gallery of Art
Dawoud Bey,Sunshine Bracey and a Friend,1990,Photograph,,2021.0,"image: 43 × 54 cm (16 15/16 × 21 1/4 in.)
sheet: 50.7 × 60.6 cm (19 15/16 × 23 7/8 in.)",True,National Gallery of Art
Dawoud Bey,Sunshine Bracey and a Friend,1990,Photograph,,2021.0,"image: 43 × 54 cm (16 15/16 × 21 1/4 in.)
sheet: 50.7 × 60.6 cm (19 15/16 × 23 7/8 in.)",True,National Gallery of Art
Dawoud Bey,Sunshine Bracey and a Friend,1990,Photograph,,2021.0,"image: 43 × 54 cm (16 15/16 × 21 1/4 in.)
sheet: 50.7 × 60.6 cm (19 15/16 × 23 7/8 in.)",True,National Gallery of Art
Dawoud Bey,Sunshine Bracey and a Friend,1990,Photograph,,2021.0,"image: 43 × 54 cm (16 15/16 × 21 1/4 in.)
sheet: 50.7 × 60.6 cm (19 15/16 × 23 7/8 in.)",True,National Gallery of Art
Dawoud Bey,"Young Man Resting His Arms on Bicycle, Amityville, New York","1988, printed 2021",Photograph,,2021.0,"image: 77.47 × 101.6 cm (30 1/2 × 40 in.)
sheet: 87.63 × 111.76 cm (34 1/2 × 44 in.)",True,National Gallery of Art
Dawoud Bey,"Young Man Resting His Arms on Bicycle, Amityville, New York","1988, printed 2021",Photograph,,2021.0,"image: 77.47 × 101.6 cm (30 1/2 × 40 in.)
sheet: 87.63 × 111.76 cm (34 1/2 × 44 in.)",True,National Gallery of Art
Dawoud Bey,"Young Man Resting His Arms on Bicycle, Amityville, New York","1988, printed 2021",Photograph,,2021.0,"image: 77.47 × 101.6 cm (30 1/2 × 40 in.)
sheet: 87.63 × 111.76 cm (34 1/2 × 44 in.)",True,National Gallery of Art
Dawoud Bey,"Young Man Resting His Arms on Bicycle, Amityville, New York","1988, printed 2021",Photograph,,2021.0,"image: 77.47 × 101.6 cm (30 1/2 × 40 in.)
sheet: 87.63 × 111.76 cm (34 1/2 × 44 in.)",True,National Gallery of Art
Dawoud Bey,"Young Man Resting His Arms on Bicycle, Amityville, New York","1988, printed 2021",Photograph,,2021.0,"image: 77.47 × 101.6 cm (30 1/2 × 40 in.)
sheet: 87.63 × 111.76 cm (34 1/2 × 44 in.)",True,National Gallery of Art
Hank Willis Thomas,A Place to Call Home (Africa America Reflection),2020,Sculpture,,2022.0,overall: 203.2 × 167.64 cm (80 × 66 in.),True,National Gallery of Art
Hank Willis Thomas,A Place to Call Home (Africa America Reflection),2020,Sculpture,,2022.0,overall: 203.2 × 167.64 cm (80 × 66 in.),True,National Gallery of Art
Hank Willis Thomas,A Place to Call Home (Africa America Reflection),2020,Sculpture,,2022.0,overall: 203.2 × 167.64 cm (80 × 66 in.),True,National Gallery of Art
Hank Willis Thomas,A Place to Call Home (Africa America Reflection),2020,Sculpture,,2022.0,overall: 203.2 × 167.64 cm (80 × 66 in.),True,National Gallery of Art
Hank Willis Thomas,A Place to Call Home (Africa America Reflection),2020,Sculpture,,2022.0,overall: 203.2 × 167.64 cm (80 × 66 in.),True,National Gallery of Art
Hank Willis Thomas,A Place to Call Home (Africa America Reflection),2020,Sculpture,,2022.0,overall: 203.2 × 167.64 cm (80 × 66 in.),True,National Gallery of Art
Melvin Edwards,Siempre Gilberto de la Nuez,1994,Sculpture,,2022.0,overall: 34.29 × 31.75 × 17.78 cm (13 1/2 × 12 1/2 × 7 in.),True,National Gallery of Art
Melvin Edwards,Siempre Gilberto de la Nuez,1994,Sculpture,,2022.0,overall: 34.29 × 31.75 × 17.78 cm (13 1/2 × 12 1/2 × 7 in.),True,National Gallery of Art
Melvin Edwards,Siempre Gilberto de la Nuez,1994,Sculpture,,2022.0,overall: 34.29 × 31.75 × 17.78 cm (13 1/2 × 12 1/2 × 7 in.),True,National Gallery of Art
Melvin Edwards,Siempre Gilberto de la Nuez,1994,Sculpture,,2022.0,overall: 34.29 × 31.75 × 17.78 cm (13 1/2 × 12 1/2 × 7 in.),True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Mrs. Turner, Lenox, Massachusetts","1905, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 14.1 cm (7 1/16 × 5 9/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Whittier Preparatory School, Phoebus, Virginia","1907, printed 1974",Photograph,,2021.0,"image/sheet: 14.1 × 18.3 cm (5 9/16 × 7 3/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"The Van Der Zee Men, Lenox, Massachusetts","1908, printed 1974",Photograph,,2021.0,"image/sheet: 15.7 × 12.5 cm (6 3/16 × 4 15/16 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Kate and Rachel Van Der Zee, Lenox, Massachusetts","1909, printed 1974",Photograph,,2021.0,"image/sheet: 18 × 15.5 cm (7 1/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Miss Suzie Porter, Harlem","1915, printed 1974",Photograph,,2021.0,"image/sheet: 18.5 × 15.5 cm (7 5/16 × 6 1/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Nude, Harlem","1923, printed 1974",Photograph,,2021.0,"image/sheet: 23.3 × 18.7 cm (9 3/16 × 7 3/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
James Van Der Zee,"Marcus Garvey and Garvey Militia, Harlem","1924, printed 1974",Photograph,,2021.0,"image/sheet: 24.3 × 19.3 cm (9 9/16 × 7 5/8 in.)
mount: 38.1 × 31.7 cm (15 × 12 1/2 in.)",True,National Gallery of Art
